Procedure Description,Patient Class (Inpatient/Outpatient),Code,Quantity,Rev Code,Gross Charge,Discounted Cash Price (Uninsured Discount 35%),Derived Negotiated Rate Estimate Min,Derived Negotiated Rate Estimate Max,Derived Negotiated Rate Estimate Min.1,Derived Negotiated Rate Estimate Max.1,Derived Negotiated Rate Estimate Min.2,Derived Negotiated Rate Estimate Max.2,HCPCS,HCPCS description
Hc Rapid Strep Antigen Grp A Throat,Outpatient,CPT® 87880,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,71.0,46.15,58.65,65.39,11.36,13.49,17.19,17.19,87880,Strep a assay w/optic
Hc Fsed Rapid Strep Antigen Grp A Throat,Outpatient,CPT® 87880,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,71.0,46.15,58.65,65.39,11.36,13.49,17.19,17.19,87880,Strep a assay w/optic
Hc Inf Agnt Det Optical Obs Nos,Outpatient,CPT® 87899,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,189.0,122.85000000000001,156.11,174.07,30.240000000000002,35.910000000000004,16.71,16.71,87899,Agent nos assay w/optic
Hc Inf Agnt Det Optical Obs Nos Rapid,Outpatient,CPT® 87899,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,28.0,18.2,23.13,25.79,4.48,5.32,16.71,16.71,87899,Agent nos assay w/optic
Hc Inf Agnt Drg Sscep Phen Pred Bioi So,Outpatient,CPT® 87900,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,613.0,398.45,106.47,266.25,98.08,116.47,135.56,135.56,87900,Phenotype infect agent drug
Hc Genotype Hiv Reverse T So,Outpatient,CPT® 87901,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,1211.0,787.15,178.8,525.87,193.76,230.09,267.75,267.75,87901,Genotype dna hiv reverse t
Hc Hcv Viral Rna Drug Resistance So,Outpatient,CPT® 87902,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,1711.0,1112.15,178.8,525.87,273.76,325.09000000000003,267.75,267.75,87902,Genotype dna/rna hep c
Hc Infct Phentyp Resist Tiss Cul Hiv 1st 1 To 10 Drugs So,Outpatient,CPT® 87903,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,2297.0,1493.05,399.13,998.12,367.52,436.43,508.21,508.21,87903,Phenotype dna hiv w/culture
Hc Infct Phentyp Resist Tiss Cul Hiv Ea Addl Drug So,Outpatient,CPT® 87904,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,122.0,79.3,21.29,53.24,19.52,23.18,27.11,27.11,87904,Phenotype dna hiv w/clt add
Hc Genotype Dna Or Rna Hiv So,Outpatient,CPT® 87906,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,1074.0,698.1,887.12,989.15,171.84,204.06,133.88,133.88,87906,Genotype dna/rna hiv
Hc Genotype Dna Hepatitis B,Outpatient,CPT® 87912,1,0306 - LAB BACTERIOLOGY/MICROBIOLOGY,1152.0,748.8000000000001,951.55,1060.99,184.32,218.88,267.75,267.75,87912,Genotype dna hepatitis b
Hc Cytopath Fluid Smear,Outpatient,CPT® 88104,1,0310 - PATHOLOGY,262.0,170.3,216.41,241.3,41.92,49.78,33.95,33.95,88104,Cytopath fl nongyn smears
Hc Cytopath Concentration,Outpatient,CPT® 88108,1,0310 - PATHOLOGY,459.0,298.35,379.13,422.74,73.44,87.21000000000001,33.95,33.95,88108,Cytopath concentrate tech
Hc Cytopath Selective Concentration,Outpatient,CPT® 88112,1,0310 - PATHOLOGY,406.0,263.90000000000003,335.36,373.93,64.96000000000001,77.14,49.92,49.92,88112,Cytopath cell enhance tech
CYP FISH URINARY MORH EACH MANUAL SENDOUT,Outpatient,CPT® 88120,1,0310 - PATHOLOGY,376.0,244.4,346.3,1145.1,60.160000000000004,71.44,149.63,149.63,88120,Cytp urne 3-5 probes ea spec
Hc Cytopath Pap Smear Thin,Outpatient,CPT® 88142,1,0311 - PATHOLOGY CYTOLOGY,67.0,43.550000000000004,55.34,61.71,10.72,12.73,,,88142,Cytopath c/v thin layer
Hc Cytopath Smear S P Imprint,Outpatient,CPT® 88161,1,0310 - PATHOLOGY,1651.0,1073.15,1363.73,1520.57,264.16,313.69,,,88161,Cytopath smear other source
Hc Fine Needle Aspiration Eval,Outpatient,CPT® 88172,1,0311 - PATHOLOGY CYTOLOGY,384.0,249.60000000000002,15.95,104.21,61.44,72.96000000000001,149.63,149.63,88172,Cytp dx eval fna 1st ea site
Hc Fine Needle Aspiration Interp,Outpatient,CPT® 88173,1,0311 - PATHOLOGY CYTOLOGY,1013.0,658.45,47.94,282.85,162.08,192.47,49.92,49.92,88173,Cytopath eval fna report
Hc Cyto Pap Smear Automated,Outpatient,CPT® 88175,1,0311 - PATHOLOGY CYTOLOGY,76.0,49.4,24.19,64.15,12.16,14.44,27.67,27.67,88175,Cytopath c/v auto fluid redo
Hc Fna Immed Each Eval Same Site,Outpatient,CPT® 88177,1,0311 - PATHOLOGY CYTOLOGY,333.0,216.45000000000002,5.26,306.69,53.28,63.27,,,88177,Cytp fna eval ea addl
Hc Flow Cytometry Cell Cycle Dna,Outpatient,CPT® 88182,1,0311 - PATHOLOGY CYTOLOGY,150.0,97.5,123.9,138.15,24.0,28.5,49.92,49.92,88182,Cell marker study
Hc Flow Cytometry Initial Marker,Outpatient,CPT® 88184,1,0311 - PATHOLOGY CYTOLOGY,61.0,39.65,50.39,56.18,9.76,11.59,292.19,292.19,88184,Flowcytometry/ tc 1 marker
Hc Flow Cytometry Initial Marker So,Outpatient,CPT® 88184,1,0311 - PATHOLOGY CYTOLOGY,129.0,83.85000000000001,106.55,118.81,20.64,24.51,292.19,292.19,88184,Flowcytometry/ tc 1 marker
Hc Flow Cytometry Marker Tc Ea Addl,Outpatient,CPT® 88185,1,0311 - PATHOLOGY CYTOLOGY,131.0,85.15,108.21,120.65,20.96,24.89,,,88185,Flowcytometry/tc add-on
Hc Flow Cytometry Marker Tc Ea Addl So,Outpatient,CPT® 88185,1,0311 - PATHOLOGY CYTOLOGY,131.0,85.15,108.21,120.65,20.96,24.89,,,88185,Flowcytometry/tc add-on
Hc Flow Cytometry Interp 2 To 8 Markers So,Outpatient,CPT® 88187,1,0311 - PATHOLOGY CYTOLOGY,253.0,164.45000000000002,208.98,233.01,40.480000000000004,48.07,,,88187,Flowcytometry/read 2-8
Hc Flow Cytometry Interp 2 To 8 Markers,Outpatient,CPT® 88187,1,0311 - PATHOLOGY CYTOLOGY,354.0,230.1,292.4,326.03,56.64,67.26,,,88187,Flowcytometry/read 2-8
Hc Flow Cytometry Interp 9 To 15 Markers So,Outpatient,CPT® 88188,1,0311 - PATHOLOGY CYTOLOGY,350.0,227.5,289.1,322.35,56.0,66.5,,,88188,Flowcytometry/read 9-15
Hc Flow Cytometry Interp 9 To 15 Markers,Outpatient,CPT® 88188,1,0311 - PATHOLOGY CYTOLOGY,404.0,262.6,333.7,372.08,64.64,76.76,,,88188,Flowcytometry/read 9-15
Hc Flow Cytometry Interp More Than 15 Markers So,Outpatient,CPT® 88189,1,0311 - PATHOLOGY CYTOLOGY,421.0,273.65000000000003,84.27,216.97,67.36,79.99,,,88189,Flowcytometry/read 16 & >
Hc Flow Cytometry Interp More Than 15 Markers,Outpatient,CPT® 88189,1,0311 - PATHOLOGY CYTOLOGY,354.0,230.1,84.27,216.97,56.64,67.26,,,88189,Flowcytometry/read 16 & >
Hc Tiss Cul Non Neo Disorders Lymphocyte So,Outpatient,CPT® 88230,1,0310 - PATHOLOGY,1766.0,1147.9,1458.72,1626.49,282.56,335.54,121.15,121.15,88230,Tissue culture lymphocyte
Hc Tiss Cul Non Neo Disorders Skn/oth Solid Tiss Bx So,Outpatient,CPT® 88233,1,0310 - PATHOLOGY,1850.0,1202.5,1528.1,1703.85,296.0,351.5,146.36,146.36,88233,Tissue culture skin/biopsy
Hc Tiss Cul Non Neo Disorders Amnio/chornc Cells So,Outpatient,CPT® 88235,1,0310 - PATHOLOGY,1858.0,1207.7,1534.71,1711.22,297.28000000000003,353.02,156.31,156.31,88235,Tissue culture placenta
TISSUE CULTURE NEOPLASTIC DISORDERS BONE MARROW BLOOD CELLS SENDOUT,Outpatient,CPT® 88237,1,0310 - PATHOLOGY,1055.0,685.75,871.43,971.66,168.8,200.45,149.5,149.5,88237,Tissue culture bone marrow
Hc Tiss Cul Neo Disorders Bone Marrow Blood Cells Mayo So,Outpatient,CPT® 88237,1,0310 - PATHOLOGY,505.0,328.25,417.13,465.11,80.8,95.95,149.5,149.5,88237,Tissue culture bone marrow
TISSUE CULTURE NEOPLASTIC DISORDERS SOLID TUMOR SENDOUT,Outpatient,CPT® 88239,1,0310 - PATHOLOGY,1439.0,935.35,1188.61,1325.32,230.24,273.41,,,88239,Tissue culture tumor
Hc Cell Cryoprsrv Frzing/storage Ea Cell Line So,Outpatient,CPT® 88240,1,0310 - PATHOLOGY,136.0,88.4,112.34,125.26,21.76,25.84,13.59,13.59,88240,Cell cryopreserve/storage
Hc Chrmsm Anlys 5 Cls 1 Krytyp W/bnd So,Outpatient,CPT® 88261,1,0310 - PATHOLOGY,1018.0,661.7,840.87,937.58,162.88,193.42000000000002,,,88261,Chromosome analysis 5
CYTOGENETICS BLOOD PERIPHERAL SENDOUT,Outpatient,CPT® 88262,1,0310 - PATHOLOGY,780.0,507.0,116.81,352.25,124.8,148.2,130.51,130.51,88262,Chromosome analysis 15-20
Hc Chromosome Analysis 20 To 25 Cells So,Outpatient,CPT® 88264,1,0310 - PATHOLOGY,1606.0,1043.9,1326.56,1479.13,256.96,305.14,150.39,150.39,88264,Chromosome analysis 20-25
Hc Chromosome Count Amnio Cv 15 Cells 1 Karyotype So,Outpatient,CPT® 88267,1,0310 - PATHOLOGY,1171.0,761.15,967.25,1078.49,187.36,222.49,,,88267,Chromosome analys placenta
Hc Chrmsm Situ Amnio Cll 6 To 12 Colonies 1 Karytyp So,Outpatient,CPT® 88269,1,0310 - PATHOLOGY,709.0,460.85,585.63,652.99,113.44,134.71,,,88269,Chromosome analys amniotic
MOLECULAR CYTOGENICS DNA FISH PROBE EACH SENDOUT,Outpatient,CPT® 88271,1,0310 - PATHOLOGY,203.0,131.95000000000002,167.68,186.96,32.480000000000004,38.57,22.28,22.28,88271,Cytogenetics dna probe
MOLECULAR CYTOGENICS DNA FISH PROBE EACH SENDOUT,Outpatient,CPT® 88271,1,0310 - PATHOLOGY,442.0,287.3,365.09,407.08,70.72,83.98,22.28,22.28,88271,Cytogenetics dna probe
Hc Mol Cyto In Situ 10 To 30 Cells So,Outpatient,CPT® 88273,1,0310 - PATHOLOGY,920.0,598.0,759.92,847.32,147.20000000000002,174.8,36.2,36.2,88273,Cytogenetics 10-30
Hc Mol Cyto In Situ 25 To 99 Cells So,Outpatient,CPT® 88274,1,0310 - PATHOLOGY,90.0,58.5,74.34,82.89,14.4,17.1,44.08,44.08,88274,Cytogenetics 25-99
Hc Mol Cyto In Situ 100 To 300 Cells So,Outpatient,CPT® 88275,1,0310 - PATHOLOGY,90.0,58.5,74.34,82.89,14.4,17.1,53.24,53.24,88275,Cytogenetics 100-300
Hc Chrom Addl Karyotyp Each Study So,Outpatient,CPT® 88280,1,0310 - PATHOLOGY,183.0,118.95,151.16,168.54,29.28,34.77,,,88280,Chromosome karyotype study
CHRSME ANLYS ADDL SPECIALIZED BANDING SO,Outpatient,CPT® 88283,1,0310 - PATHOLOGY,36.0,23.400000000000002,29.74,33.16,5.76,6.84,,,88283,Chromosome banding study
Hc Chrom Anlys Addl Cell Ct  Ea Stdy So,Outpatient,CPT® 88285,1,0310 - PATHOLOGY,148.0,96.2,122.25,136.31,23.68,28.12,27.99,27.99,88285,Chromosome count additional
Hc Chrom Analysis Add Hi Res Study So,Outpatient,CPT® 88289,1,0310 - PATHOLOGY,302.0,196.3,7.3,97.33,48.32,57.38,35.81,35.81,88289,Chromosome study additional
Hc Gross Only Level I  1 Spec,Outpatient,CPT® 88300,1,0310 - PATHOLOGY,228.0,148.20000000000002,188.33,209.99,36.480000000000004,43.32,24.75,24.75,88300,Surgical path gross
HC GROSS AND MICRO LEVEL II  1 SPEC,Outpatient,CPT® 88302,1,0310 - PATHOLOGY,469.0,304.85,387.39,431.95,75.04,89.11,24.75,24.75,88302,Tissue exam by pathologist
HC GROSS AND MICRO LEVEL III 1 SPEC,Outpatient,CPT® 88304,1,0310 - PATHOLOGY,542.0,352.3,447.69,499.18,86.72,102.98,49.92,49.92,88304,Tissue exam by pathologist
HC GROSS AND MICRO LEVEL IV 1 GIUR,Outpatient,CPT® 88305,1,0310 - PATHOLOGY,635.0,412.75,524.51,584.84,101.60000000000001,120.65,49.92,49.92,88305,Tissue exam by pathologist
HC PROSTATE BIOPSY ANY METHOD,Outpatient,CPT® 88305,1,0310 - PATHOLOGY,635.0,412.75,524.51,584.84,101.60000000000001,120.65,292.19,292.19,88305,Tissue exam by pathologist
Hc Gross And Micro Level Iv So,Outpatient,CPT® 88305,1,0310 - PATHOLOGY,728.0,473.2,601.33,670.49,116.48,138.32,49.92,49.92,88305,Tissue exam by pathologist
HC GROSS AND MICRO LEVEL V 1 SPEC,Outpatient,CPT® 88307,1,0310 - PATHOLOGY,796.0,517.4,657.5,733.12,127.36,151.24,292.19,292.19,88307,Tissue exam by pathologist
Hc Mineralized Bone Histo Uk,Outpatient,CPT® 88307,1,0310 - PATHOLOGY,796.0,517.4,657.5,733.12,127.36,151.24,292.19,292.19,88307,Tissue exam by pathologist
HC GROSS AND MICRO LEVEL VI 1 SPEC,Outpatient,CPT® 88309,1,0310 - PATHOLOGY,1015.0,659.75,838.39,934.82,162.4,192.85,658.24,658.24,88309,Tissue exam by pathologist
Hc Decalcification,Outpatient,CPT® 88311,1,0310 - PATHOLOGY,211.0,137.15,174.29,194.33,33.76,40.09,,,88311,Decalcify tissue
Hc Special Stain I,Outpatient,CPT® 88312,1,0310 - PATHOLOGY,479.0,311.35,215.55,441.16,76.64,91.01,49.92,49.92,88312,Special stains group 1
Hc Special Stain Group Ii Sendout,Outpatient,CPT® 88313,1,0310 - PATHOLOGY,486.0,315.90000000000003,401.44,447.61,77.76,92.34,33.95,33.95,88313,Special stains group 2
Hc Special Stain Ii,Outpatient,CPT® 88313,1,0310 - PATHOLOGY,486.0,315.90000000000003,401.44,447.61,77.76,92.34,33.95,33.95,88313,Special stains group 2
Hc Histochem Stain W Frozen Section So,Outpatient,CPT® 88314,1,0310 - PATHOLOGY,211.0,137.15,174.29,194.33,33.76,40.09,,,88314,Histochemical stains add-on
HC HISTOCHEMISTRY STAIN ESTERASE,Outpatient,CPT® 88319,1,0310 - PATHOLOGY,383.0,248.95000000000002,316.36,352.74,61.28,72.77,,,88319,Enzyme histochemistry
HC HISTOCHEMISTRY STAIN PEROXIDASE,Outpatient,CPT® 88319,1,0310 - PATHOLOGY,383.0,248.95000000000002,316.36,352.74,61.28,72.77,,,88319,Enzyme histochemistry
Hc Consult Path Requiring Prep So,Outpatient,CPT® 88323,1,0310 - PATHOLOGY,578.0,375.7,477.43,532.34,92.48,109.82000000000001,49.92,49.92,88323,Microslide consultation
Hc Consult Path Requiring Prep,Outpatient,CPT® 88323,1,0310 - PATHOLOGY,373.0,242.45000000000002,308.1,343.53,59.68,70.87,49.92,49.92,88323,Microslide consultation
Hc Consult Path Review And Report,Outpatient,CPT® 88325,1,0310 - PATHOLOGY,245.0,159.25,202.37,225.65,39.2,46.55,149.63,149.63,88325,Comprehensive review of data
Hc Consult Path Surgery,Outpatient,CPT® 88329,1,0310 - PATHOLOGY,219.0,142.35,180.89,201.7,35.04,41.61,33.95,33.95,88329,Path consult introp
Hc Consult Path Surgery W Frozen,Outpatient,CPT® 88331,1,0310 - PATHOLOGY,720.0,468.0,594.72,663.12,115.2,136.8,149.63,149.63,88331,Path consult intraop 1 bloc
Hc Consult Path Surgery Each Addl,Outpatient,CPT® 88332,1,0310 - PATHOLOGY,407.0,264.55,336.18,374.85,65.12,77.33,,,88332,Path consult intraop addl
Hc Consult Path Surg Imprint Initial,Outpatient,CPT® 88333,1,0310 - PATHOLOGY,337.0,219.05,278.36,310.38,53.92,64.03,658.24,658.24,88333,Intraop cyto path consult 1
Hc Consult Path Surg Imprint Addl,Outpatient,CPT® 88334,1,0310 - PATHOLOGY,292.0,189.8,241.19,268.93,46.72,55.480000000000004,,,88334,Intraop cyto path consult 2
Hc Ihc Or Icc Ea Addl Antibody Slide,Outpatient,CPT® 88341,1,0310 - PATHOLOGY,297.0,193.05,245.32,273.54,47.52,56.43,,,88341,Immunohisto antb addl slide
Hc Ihc Or Icc Ea Addl Antibody Slide So,Outpatient,CPT® 88341,1,0310 - PATHOLOGY,363.0,235.95000000000002,299.84,334.32,58.08,68.97,,,88341,Immunohisto antb addl slide
Hc Immunocytochemistry Antibody Stain So,Outpatient,CPT® 88342,1,0310 - PATHOLOGY,297.0,193.05,245.32,273.54,47.52,56.43,149.63,149.63,88342,Immunohisto antb 1st stain
Hc Ihc Or Icc Ea Multi Antibody Slide,Outpatient,CPT® 88344,1,0310 - PATHOLOGY,297.0,193.05,245.32,273.54,47.52,56.43,292.19,292.19,88344,Immunohisto antibody slide
Hc Immunofluorescent Study Ea Ab Dir,Outpatient,CPT® 88346,1,0310 - PATHOLOGY,161.0,104.65,132.99,148.28,25.76,30.59,292.19,292.19,88346,Immunofluor antb 1st stain
Hc Immunofluorescent Study Ea Ab Dir So,Outpatient,CPT® 88346,1,0310 - PATHOLOGY,161.0,104.65,132.99,148.28,25.76,30.59,292.19,292.19,88346,Immunofluor antb 1st stain
Hc Electron Microscopy Diagnostic So,Outpatient,CPT® 88348,1,0310 - PATHOLOGY,1559.0,1013.35,1287.73,1435.84,249.44,296.21,658.24,658.24,88348,Electron microscopy
Hc Immunofluorescence Ea Addl Sgl Ab Stain,Outpatient,CPT® 88350,1,0310 - PATHOLOGY,161.0,104.65,132.99,148.28,25.76,30.59,,,88350,Immunofluor antb addl stain
Hc Immunofluorescence Ea Addl Sgl Ab Stain So,Outpatient,CPT® 88350,1,0310 - PATHOLOGY,161.0,104.65,132.99,148.28,25.76,30.59,,,88350,Immunofluor antb addl stain
Hc Morph Anyls Tumor Ihc Manual,Outpatient,CPT® 88360,1,0310 - PATHOLOGY,949.0,616.85,783.87,874.03,151.84,180.31,149.63,149.63,88360,Tumor immunohistochem/manual
Hc Morph Anyls Tumor Ihc Manual So,Outpatient,CPT® 88360,1,0310 - PATHOLOGY,783.0,508.95000000000005,646.76,721.14,125.28,148.77,149.63,149.63,88360,Tumor immunohistochem/manual
Hc Morph Anyls Tumor Ihc Comp Assist So,Outpatient,CPT® 88361,1,0310 - PATHOLOGY,453.0,294.45,374.18,417.21,72.48,86.07000000000001,292.19,292.19,88361,Tumor immunohistochem/comput
Hc In Situ Hybrid Ea Add Probe Stain So,Outpatient,CPT® 88364,1,0310 - PATHOLOGY,272.0,176.8,224.67,250.51,43.52,51.68,,,88364,Insitu hybridization (fish)
Hc Ish Ea Add Probe Stain So,Outpatient,CPT® 88364,1,0310 - PATHOLOGY,721.0,468.65000000000003,595.55,664.04,115.36,136.99,,,88364,Insitu hybridization (fish)
Hc In Situ Hybridization 1st Probe Stain,Outpatient,CPT® 88365,1,0310 - PATHOLOGY,272.0,176.8,224.67,250.51,43.52,51.68,149.63,149.63,88365,Insitu hybridization (fish)
Hc In Situ Hybridization 1st Probe Stain So,Outpatient,CPT® 88365,1,0310 - PATHOLOGY,272.0,176.8,224.67,250.51,43.52,51.68,149.63,149.63,88365,Insitu hybridization (fish)
Hc Ish 1st Probe Stain So,Outpatient,CPT® 88365,1,0310 - PATHOLOGY,937.0,609.0500000000001,773.96,862.98,149.92000000000002,178.03,149.63,149.63,88365,Insitu hybridization (fish)
Hc Morph Anlys Ish Comp Assist 1st Probe Stain,Outpatient,CPT® 88367,1,0310 - PATHOLOGY,992.0,644.8000000000001,819.39,913.63,158.72,188.48,,,88367,Insitu hybridization auto
Hc Morph Anlys Ish Manual 1st Probe Stain,Outpatient,CPT® 88368,1,0310 - PATHOLOGY,989.0,642.85,816.91,910.87,158.24,187.91,,,88368,Insitu hybridization manual
Hc Mrph Alys Ish Quant Semiq Man Addl,Outpatient,CPT® 88369,1,0310 - PATHOLOGY,989.0,642.85,816.91,910.87,158.24,187.91,,,88369,M/phmtrc alysishquant/semiq
Hc Mrph Alys Ish Quant Semiq Comp Addl,Outpatient,CPT® 88373,1,0310 - PATHOLOGY,992.0,644.8000000000001,819.39,913.63,158.72,188.48,,,88373,M/phmtrc alys ishquant/semiq
Hc Mrph Alys Ish Quant Semiq Comp Mpx,Outpatient,CPT® 88374,1,0310 - PATHOLOGY,1983.0,1288.95,1637.96,1826.34,317.28000000000003,376.77,149.63,149.63,88374,M/phmtrc alys ishquant/semiq
Hc Mrph Alys Ish Quant Semiq Man Multi,Outpatient,CPT® 88377,1,0310 - PATHOLOGY,1976.0,1284.4,1632.18,1819.9,316.16,375.44,149.63,149.63,88377,M/phmtrc alys ishquant/semiq
Hc Mrph Alys Ish Quant Semiq Man Ea Multiprb So,Outpatient,CPT® 88377,1,0310 - PATHOLOGY,1242.0,807.3000000000001,1025.89,1143.88,198.72,235.98,149.63,149.63,88377,M/phmtrc alys ishquant/semiq
Hc Microdissection Laser Capture,Outpatient,CPT® 88380,1,0310 - PATHOLOGY,2445.0,1589.25,2019.57,2251.85,391.2,464.55,,,88380,Microdissection laser
Hc Microdissection Manual,Outpatient,CPT® 88381,1,0310 - PATHOLOGY,2087.0,1356.55,83.95,287.22,333.92,396.53000000000003,,,88381,Microdissection manual
Hc Microdissection Manual So,Outpatient,CPT® 88381,1,0310 - PATHOLOGY,224.0,145.6,83.95,287.22,35.84,42.56,,,88381,Microdissection manual
Hc Bilirubin Total Transcutaneous,Outpatient,CPT® 88720,1,0300 - LABORATORY,301.0,195.65,248.63,277.22,48.160000000000004,57.19,5.22,5.22,88720,Bilirubin total transcut
Hc Cell Count Body Fluid,Outpatient,CPT® 89050,1,0300 - LABORATORY,133.0,86.45,109.86,122.49,21.28,25.27,4.91,4.91,89050,Body fluid cell count
Hc Cell Count W Diff Body Fluid,Outpatient,CPT® 89051,1,0300 - LABORATORY,557.0,362.05,460.08,513.0,89.12,105.83,5.82,5.82,89051,Body fluid cell count
HC CRYSTAL ID SYNOVIAL FLUID,Outpatient,CPT® 89060,1,0300 - LABORATORY,190.0,123.5,156.94,174.99,30.400000000000002,36.1,7.62,7.62,89060,Exam synovial fluid crystals
Hc Crystal Id Tissue Only,Outpatient,CPT® 89060,1,0300 - LABORATORY,190.0,123.5,156.94,174.99,30.400000000000002,36.1,7.62,7.62,89060,Exam synovial fluid crystals
Hc Fat Stain Urine,Outpatient,CPT® 89125,1,0300 - LABORATORY,32.0,20.8,26.43,29.47,5.12,6.08,,,89125,Specimen fat stain
Hc Smear Nasal Eosinophils,Outpatient,CPT® 89190,1,0300 - LABORATORY,135.0,87.75,111.51,124.34,21.6,25.65,,,89190,Nasal smear for eosinophils
Hc Semen Analysis W Who Morphology So,Outpatient,CPT® 89310,1,0300 - LABORATORY,409.0,265.85,2.56,13.68,65.44,77.71000000000001,8.95,8.95,89310,Semen analysis w/count
Hc Semen Count Post Vasectomy,Outpatient,CPT® 89310,1,0300 - LABORATORY,121.0,78.65,2.56,13.68,19.36,22.990000000000002,8.95,8.95,89310,Semen analysis w/count
Hc Semen Analysis Complete,Outpatient,CPT® 89320,1,0300 - LABORATORY,121.0,78.65,9.84,21.14,19.36,22.990000000000002,12.8,12.8,89320,Semen anal vol/count/mot
Hc Semen Analysis Strict Morphologic Criteria,Outpatient,CPT® 89322,1,0300 - LABORATORY,142.0,92.3,12.65,27.18,22.72,26.98,16.12,16.12,89322,Semen anal strict criteria
Hc Sperm Antibody,Outpatient,CPT® 89325,1,0300 - LABORATORY,240.0,156.0,5.31,12.07,38.4,45.6,11.1,11.1,89325,Sperm antibody test
UNLISTED REPROD MED LAB PROC SENDOUT,Outpatient,CPT® 89398,1,0300 - LABORATORY,172.0,111.8,77.4,158.41,27.52,32.68,49.92,49.92,89398,Unlisted reprod med lab proc
Hc Admin Immun One Vaccine,Outpatient,CPT® 90471,1,0771 - VACCINE ADMINISTRATION,44.0,28.6,36.34,40.52,7.04,8.36,62.17,62.17,90471,Immunization admin
Hc Admin Immun Ea Addl Vaccine,Outpatient,CPT® 90472,1,0771 - VACCINE ADMINISTRATION,44.0,28.6,36.34,40.52,7.04,8.36,,,90472,Immunization admin each add
VACCINE HPV,Outpatient,CPT® 90651,1,0636 - DRUG- REQUIRING DETAILED CODE,674.0,438.1,556.72,620.75,107.84,128.06,,,90651,9vhpv vaccine 2/3 dose im
VACCINE HPV - GRANT FUNDED,Outpatient,CPT® 90651,1,0636 - DRUG- REQUIRING DETAILED CODE,674.0,438.1,556.72,620.75,107.84,128.06,,,90651,9vhpv vaccine 2/3 dose im
Hc Psychotherapy Complex Interactive,Outpatient,CPT® 90785,1,0900 - PSYCHIATRIC/PSYCHOLOGICAL TRMT,46.0,29.900000000000002,38.0,42.37,7.36,8.74,,,90785,Psytx complex interactive
Hc Psych Diagnostic Eval,Outpatient,CPT® 90791,1,0900 - PSYCHIATRIC/PSYCHOLOGICAL TRMT,406.0,263.90000000000003,335.36,373.93,64.96000000000001,77.14,134.06,134.06,90791,Psych diagnostic evaluation
Hc Psych Diag Eval W Med Srvcs,Outpatient,CPT® 90792,1,0900 - PSYCHIATRIC/PSYCHOLOGICAL TRMT,555.0,360.75,458.43,511.16,88.8,105.45,134.06,134.06,90792,Psych diag eval w/med srvcs
Hc Psychotherapy W Pt 30 Min,Outpatient,CPT® 90832,1,0914 - PSYCH INDIVIDUAL THERAPY,226.0,146.9,186.68,208.15,36.160000000000004,42.94,134.06,134.06,90832,Psytx w pt 30 minutes
Hc Psychthrpy And Em W Pt 30 Min,Outpatient,CPT® 90833,1,0914 - PSYCH INDIVIDUAL THERAPY,226.0,146.9,186.68,208.15,36.160000000000004,42.94,,,90833,Psytx w pt w e/m 30 min
Hc Psychotherapy W Pt 45 Min,Outpatient,CPT® 90834,1,0914 - PSYCH INDIVIDUAL THERAPY,406.0,263.90000000000003,335.36,373.93,64.96000000000001,77.14,134.06,134.06,90834,Psytx w pt 45 minutes
Hc Psychthrpy And Em W Pt 45 Min,Outpatient,CPT® 90836,1,0914 - PSYCH INDIVIDUAL THERAPY,406.0,263.90000000000003,335.36,373.93,64.96000000000001,77.14,,,90836,Psytx w pt w e/m 45 min
Hc Psychotherapy W Pt 60 Min,Outpatient,CPT® 90837,1,0914 - PSYCH INDIVIDUAL THERAPY,453.0,294.45,374.18,417.21,72.48,86.07000000000001,134.06,134.06,90837,Psytx w pt 60 minutes
Hc Psychthrpy And Em W Pt 60 Min,Outpatient,CPT® 90838,1,0914 - PSYCH INDIVIDUAL THERAPY,453.0,294.45,374.18,417.21,72.48,86.07000000000001,,,90838,Psytx w pt w e/m 60 min
Hc Psychoanalysis,Outpatient,CPT® 90845,1,0914 - PSYCH INDIVIDUAL THERAPY,775.0,503.75,640.15,713.78,124.0,147.25,,,90845,Psychoanalysis
Hc Family Psychotherapy Wo Pt 50 Min,Outpatient,CPT® 90846,1,0916 - PSYCH FAMILY THERAPY,453.0,294.45,374.18,417.21,72.48,86.07000000000001,134.06,134.06,90846,Family psytx w/o pt 50 min
Hc Family Psychotherapy W Pt 50 Min,Outpatient,CPT® 90847,1,0916 - PSYCH FAMILY THERAPY,453.0,294.45,374.18,417.21,72.48,86.07000000000001,134.06,134.06,90847,Family psytx w/pt 50 min
GROUP PSYCHOTHERAPY FOR IOP AND AFTERCARE,Outpatient,CPT® 90853,1,0905 - BH INTENSIVE OUTPATIENT,678.0,440.7,596.64,601.39,108.48,128.82,75.11,75.11,90853,Group psychotherapy
